timestamp,arbitration_id,extended,remote,error,dlc,data
1729435168.084527,0x166,0,0,0,4,0DIAJw==
1729435168.0855942,0x158,0,0,0,8,AAAAAAAAACg=
1729435168.0856013,0x161,0,0,0,8,AAAFUAEIACs=
1729435168.0856037,0x191,0,0,0,7,AQAQoUEAGg==
1729435168.0866828,0x164,0,0,0,8,AADAGqgAABM=
1729435168.086693,0x133,0,0,0,5,AAAAALY=
1729435168.0866976,0x136,0,0,0,8,AAIAAAAAADk=
1729435168.0867019,0x13a,0,0,0,8,AAAAAAAAADc=
1729435168.0878725,0x13f,0,0,0,8,AAAABQAAAD0=
1729435168.0878942,0x17c,0,0,0,8,AAAAABAAADA=
1729435168.0879014,0x18e,0,0,0,3,AAB6
1729435168.087908,0x294,0,0,0,8,BAsAAs9aAA4=
1729435168.0879145,0x21e,0,0,0,7,A+g3RSIGAQ==
1729435168.0889943,0x309,0,0,0,8,AAAAAAAAALE=
1729435168.089011,0x183,0,0,0,8,AAAACgAAED4=
1729435168.089018,0x39,0,0,0,2,ADk=
1729435168.0900915,0x143,0,0,0,4,a2sA/w==
1729435168.091163,0x95,0,0,0,8,gAAH9AAAACY=
1729435168.0943856,0x166,0,0,0,4,0DIANg==
1729435168.0951676,0x244,0,0,0,5,AAAAAUQ=
1729435168.0954592,0x158,0,0,0,8,AAAAAAAAADc=
1729435168.0954628,0x161,0,0,0,8,AAAFUAEIADo=
1729435168.0965643,0x191,0,0,0,7,AQAQoUEAKQ==
1729435168.0965703,0x164,0,0,0,8,AADAGqgAACI=
1729435168.096575,0x133,0,0,0,5,AAAAAIk=
1729435168.0965796,0x136,0,0,0,8,AAIAAAAAAAw=
1729435168.0965838,0x13a,0,0,0,8,AAAAAAAAAAo=
1729435168.0976639,0x13f,0,0,0,8,AAAABQAAAAA=
1729435168.0976715,0x17c,0,0,0,8,AAAAABAAAAM=
1729435168.0976763,0x18e,0,0,0,3,AABN
1729435168.0976803,0x1cf,0,0,0,6,gAUAAAAP
